,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1249,Blade Arcus from Shining EX,PS3,2015,Fighting,Sega,0.0,0.0,0.02,0.0,0.02
1250,Invizimals: The Lost Kingdom,PS3,2013,Action,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.02
1251,428: Fuusa Sareta Shibuya de,PS3,2009,Adventure,Spike,0.0,0.0,0.02,0.0,0.02
1252,Winning Post 8 2015,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1253,Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
1254,Kung Fu Panda: Showdown of Legendary Legends,PS3,2015,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02
1255,Love Once: Mermaid's Tears,PS3,2011,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
1256,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
1257,Motto! SoniComi,PS3,2014,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
1258,Darksiders,PS3,2010,Action,THQ,0.01,0.01,0.0,0.0,0.02
1259,Turbo: Super Stunt Squad,PS3,2013,Sports,D3Publisher,0.0,0.02,0.0,0.0,0.02
1260,Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
1261,Dance! It's Your Stage,PS3,2011,Misc,DTP Entertainment,0.0,0.02,0.0,0.01,0.02
1262,The Idolmaster: Gravure For You! Vol.9,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1263,Date A Live: Arusu Install,PS3,2014,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
1264,Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Action,Minato Station,0.0,0.0,0.02,0.0,0.02
1265,Final Fantasy XIV: Heavensward,PS3,2015,Action,Square Enix,0.01,0.0,0.01,0.0,0.02
1266,Don Bradman Cricket 14,PS3,2014,Sports,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02
1267,Dungeons & Dragons: Shadow over Mystara,PS3,2013,Role-Playing,Capcom,0.0,0.0,0.02,0.0,0.02
1268,The Awakened Fate Ultimatum,PS3,2014,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
1269,Gal Gun,PS3,2012,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02
1270,Rinne no Lagrange: Kamogawa Days,PS3,2012,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1271,The Idolmaster: Gravure For You! Vol.8,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1272,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,PS3,2015,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1273,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2013,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02
1274,CV Casting Voice,PS3,2014,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1275,Battle Princess of Arcadias,PS3,2013,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
1276,Steins;Gate: Hiyoku Renri no Darling,PS3,2012,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
1277,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1278,Tom Clancy's Splinter Cell Classic Trilogy HD,PS3,2011,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02
1279,Sengoku Basara: Sanada Yukimura-Den,PS3,2016,Action,Capcom,0.0,0.0,0.02,0.0,0.02
1280,Natsuiro High School: Seishun Hakusho,PS3,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
1281,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
1282,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1283,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0.0,0.01,0.0,0.0,0.02
1284,Toukiden 2,PS3,2016,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1285,Tour de France 2014,PS3,2014,Sports,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
1286,SBK09 Superbike World Championship,PS3,2009,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.02
1287,Wizardry Twin Pack,PS3,2011,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
1288,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1289,Machi-ing Maker 4,PS3,2011,Strategy,D3Publisher,0.0,0.0,0.02,0.0,0.02
1290,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1291,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1292,Dream C Club: GoGo,PS3,2014,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02
1293,Winning Post 7: Maximum 2007,PS3,2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1294,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
1295,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
1296,Barbie and Her Sisters Puppy Rescue,PS3,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02
1297,Accel World: Kasoku no Chouten,PS3,2013,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
1298,Dream C Club,PS3,2012,Simulation,D3Publisher,0.0,0.0,0.02,0.0,0.02
1299,Xblaze: Lost Memories,PS3,2015,Adventure,Arc System Works,0.01,0.0,0.0,0.0,0.02
1300,Nobunaga no Yabou Online: Houou no Shou,PS3,2012,Strategy,Ackkstudios,0.0,0.0,0.01,0.0,0.01
1301,Utawarerumono: Futari no Hakuoro,PS3,2016,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01
1302,Pro Angler Moves,PS3,2012,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
1303,The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01
1304,Higurashi no Naku Koro ni Iki,PS3,2015,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01
1305,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
1306,Madden NFL 13,PS3,2012,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
1307,WSC REAL 09: World Snooker Championship,PS3,2009,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01
1308,Putty Squad,PS3,2013,Platform,System 3,0.0,0.01,0.0,0.0,0.01
1309,Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006,Sports,Sega,0.0,0.0,0.01,0.0,0.01
1310,Resistance Dual Pack,PS3,2011,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01
1311,Toro to Morimori,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
1312,Tsukigime Ranko's Longest Day,PS3,2014,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
1313,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01
1314,Mahjong Taikai IV,PS3,2006,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
1315,Agarest Senki: Re-appearance,PS3,2007,Role-Playing,Idea Factory,0.0,0.0,0.01,0.0,0.01
1316,Strider (2014),PS3,2014,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
1317,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,2009,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
1318,Nitroplus Blasterz: Heroines Infinite Duel,PS3,2015,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01
1319,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0.0,0.01,0.0,0.0,0.01
1320,Hakuouki: Shinsengumi Kitan,PS3,2007,Adventure,Unknown,0.01,0.0,0.0,0.0,0.01
1321,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014,Fighting,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
1322,Chaos;Child,PS3,2015,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
1323,Railfan,PS3,2006,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01
1324,Hyperdimension Neptunia mk2,PS3,2011,Action,Nippon Ichi Software,0.0,0.01,0.0,0.0,0.01
1325,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014,Adventure,Views,0.0,0.0,0.01,0.0,0.01
1326,Muv-Luv Alternative,PS3,2012,Simulation,5pb,0.0,0.0,0.01,0.0,0.01
1327,Akatsuki no Goei Trinity,PS3,2012,Adventure,5pb,0.0,0.0,0.01,0.0,0.01
1328,Battle Fantasia,PS3,2008,Fighting,505 Games,0.0,0.0,0.01,0.0,0.01
0,Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,5.77,5.81,0.35,2.31,14.24
1,Grand Theft Auto V,PS4,2014,Action,Take-Two Interactive,3.8,5.81,0.36,2.02,11.98
2,FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49
3,Star Wars Battlefront (2015),PS4,2015,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67
4,Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.3,0.14,1.37,7.6
5,Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.47,3.15,0.24,1.1,6.96
6,FIFA 15,PS4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
7,Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65
8,FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77
9,The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55
10,Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47
11,Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
12,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
13,Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
14,Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
15,Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
16,NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
17,Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
18,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
19,Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
20,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
21,Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
22,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
23,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
24,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
25,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
26,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
27,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
28,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
29,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7
30,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
31,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,0.36,2.39
32,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38
33,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
34,Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15
35,Far Cry: Primal,PS4,2016,Action,Ubisoft,0.59,1.16,0.06,0.33,2.13
36,Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09
37,Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0.0,0.25,2.03
38,DriveClub,PS4,2014,Racing,Sony Computer Entertainment,0.35,1.31,0.02,0.33,2.0
39,Dragon Age: Inquisition,PS4,2014,Role-Playing,Electronic Arts,0.72,0.86,0.08,0.32,1.97
40,Destiny: The Taken King,PS4,2015,Shooter,Activision,0.77,0.78,0.04,0.31,1.91
41,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.89
42,LittleBigPlanet 3,PS4,2014,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86
43,Just Cause 3,PS4,2015,Action,Square Enix,0.46,1.02,0.07,0.28,1.83
44,The Evil Within,PS4,2014,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
45,Diablo III,PS4,2014,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74
46,Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
47,The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
48,The Elder Scrolls Online,PS4,2015,Role-Playing,Bethesda Softworks,0.66,0.78,0.0,0.28,1.72
49,The Crew,PS4,2014,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
50,Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
51,Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
52,Until Dawn,PS4,2015,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
53,No Man's Sky,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6
54,Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
55,Dark Souls III,PS4,2016,Role-Playing,Namco Bandai Games,0.58,0.44,0.33,0.21,1.56
56,LEGO Marvel Super Heroes,PS4,2013,Action,Warner Bros. Interactive Entertainment,0.59,0.75,0.01,0.21,1.56
57,Tomb Raider (2013),PS4,2014,Action,Square Enix,0.47,0.64,0.06,0.25,1.41
58,Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
59,NBA 2K14,PS4,2013,Sports,Take-Two Interactive,0.89,0.31,0.01,0.12,1.33
60,Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.46,0.17,0.2,1.28
61,Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0.0,0.23,1.23
62,WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2
63,NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0.0,0.22,1.19
64,Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
65,WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13
66,Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
67,Mad Max (2015),PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11
68,Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.39,0.41,0.1,0.16,1.06
69,Dragon Ball: XenoVerse,PS4,2015,Fighting,Namco Bandai Games,0.3,0.48,0.12,0.15,1.05
70,Project CARS,PS4,2015,Racing,Slightly Mad Studios,0.17,0.69,0.02,0.15,1.04
71,EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04
72,Rayman Legends,PS4,2014,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01
73,Final Fantasy Type-0,PS4,2015,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.97
74,Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
75,Lego Batman 3: Beyond Gotham,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0.0,0.15,0.92
76,MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0.0,0.17,0.92
77,LEGO Jurassic World,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
78,EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0.0,0.14,0.89
79,Injustice: Gods Among Us,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0.0,0.12,0.87
80,Thief (2014),PS4,2014,Action,Square Enix,0.28,0.37,0.03,0.16,0.84
81,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84
82,Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
83,Street Fighter V,PS4,2016,Fighting,Capcom,0.35,0.26,0.08,0.13,0.82
84,Madden NFL 25,PS4,2013,Sports,Electronic Arts,0.62,0.13,0.0,0.07,0.82
85,Guitar Hero Live,PS4,2015,Misc,Activision,0.32,0.35,0.0,0.13,0.81
86,Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
87,Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
88,Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72
89,Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,0.16,0.13,0.37,0.06,0.71
90,Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71
91,Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.21,0.36,0.0,0.11,0.68
92,Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.12,0.68
93,Sniper Elite 3,PS4,2014,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
94,The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.67
95,Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67
96,F1 2015,PS4,2015,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66
97,MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.07,0.65
98,LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.25,0.29,0.0,0.1,0.64
99,LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0.0,0.1,0.64
100,God of War III,PS4,2015,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63
101,Rocksmith 2014,PS4,2014,Misc,Ubisoft,0.34,0.17,0.0,0.11,0.62
102,NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61
103,Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61
104,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.37,0.0,0.1,0.6
105,Disney Infinity 2.0: Marvel Super Heroes,PS4,2014,Action,Disney Interactive Studios,0.26,0.24,0.0,0.1,0.6
106,Dark Souls II,PS4,2015,Role-Playing,Namco Bandai Games,0.2,0.22,0.08,0.08,0.59
107,NHL 15,PS4,2014,Sports,Electronic Arts,0.3,0.18,0.0,0.1,0.58
108,The Amazing Spider-Man 2 (2014),PS4,2014,Action,Activision,0.2,0.25,0.02,0.09,0.55
109,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.54
110,Lego Star Wars: The Force Awakens,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.14,0.32,0.0,0.08,0.54
111,Lords of the Fallen,PS4,2014,Role-Playing,Square Enix,0.17,0.23,0.02,0.09,0.51
112,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.24,0.0,0.08,0.51
113,The Walking Dead: Season One,PS4,2014,Adventure,Telltale Games,0.12,0.25,0.01,0.08,0.45
114,Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.17,0.21,0.0,0.07,0.45
115,One Piece: Pirate Warriors 3,PS4,2015,Action,Namco Bandai Games,0.08,0.22,0.1,0.05,0.45
116,Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.21,0.01,0.08,0.43
117,Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0.0,0.07,0.43
118,Skylanders: Trap Team,PS4,2014,Action,Activision,0.18,0.17,0.0,0.07,0.43
119,Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.09,0.25,0.02,0.06,0.42
120,Just Dance 2014,PS4,2013,Misc,Ubisoft,0.18,0.16,0.0,0.05,0.39
121,Saints Row IV,PS4,2015,Action,Deep Silver,0.13,0.17,0.03,0.06,0.38
122,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
123,Just Dance 2015,PS4,2014,Misc,Ubisoft,0.19,0.13,0.0,0.06,0.38
124,Life is Strange,PS4,2016,Adventure,Square Enix,0.14,0.15,0.03,0.06,0.37
125,Dishonored,PS4,2015,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
126,Skylanders SWAP Force,PS4,2013,Platform,Activision,0.2,0.12,0.0,0.05,0.37
127,Rock Band 4,PS4,2015,Misc,Harmonix Music Systems,0.25,0.05,0.0,0.07,0.37
128,Resident Evil Zero,PS4,2016,Action,Capcom,0.09,0.17,0.05,0.05,0.36
129,Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0.0,0.05,0.35
130,Just Dance 2016,PS4,2015,Misc,Ubisoft,0.16,0.13,0.0,0.06,0.35
131,Persona 5,PS4,2016,Role-Playing,Atlus,0.0,0.0,0.34,0.0,0.34
132,Dead or Alive 5,PS4,2015,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.33
133,Deus Ex: Mankind Divided,PS4,2016,Role-Playing,Square Enix,0.1,0.18,0.0,0.05,0.33
134,Murdered: Soul Suspect,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32
135,TrackMania Turbo,PS4,2016,Action,Ubisoft,0.03,0.24,0.0,0.05,0.32
136,DiRT Rally,PS4,2016,Racing,Codemasters,0.03,0.24,0.0,0.05,0.32
137,Mirror's Edge Catalyst,PS4,2016,Platform,Electronic Arts,0.1,0.14,0.02,0.06,0.32
138,Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
139,DmC: Devil May Cry,PS4,2015,Action,Capcom,0.12,0.13,0.0,0.05,0.3
140,Dynasty Warriors 8: Xtreme Legends,PS4,2014,Action,Tecmo Koei,0.09,0.11,0.06,0.04,0.3
141,Tropico 5,PS4,2015,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
142,Skylanders: SuperChargers,PS4,2015,Action,Activision,0.17,0.08,0.0,0.05,0.3
143,Star Ocean 5: Integrity and Faithlessness,PS4,2016,Role-Playing,Square Enix,0.06,0.07,0.14,0.02,0.3
144,One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.1,0.08,0.07,0.04,0.28
145,Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28
146,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016,Action,Square Enix,0.0,0.0,0.28,0.0,0.28
147,UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0.0,0.21,0.03,0.03,0.28
148,Deadpool,PS4,2015,Action,Activision,0.13,0.1,0.0,0.05,0.28
149,Divinity: Original Sin,PS4,2015,Role-Playing,Focus Home Interactive,0.09,0.12,0.02,0.04,0.27
150,Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27
151,Sherlock Holmes: Crimes & Punishments,PS4,2014,Adventure,Focus Home Interactive,0.08,0.14,0.0,0.05,0.27
152,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
153,Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0.0,0.04,0.27
154,Tearaway Unfolded,PS4,2015,Platform,Sony Computer Entertainment,0.09,0.12,0.0,0.04,0.25
155,J Stars Victory Vs.,PS4,2015,Fighting,Namco Bandai Games,0.07,0.14,0.0,0.04,0.25
156,Samurai Warriors 4,PS4,2014,Action,Tecmo Koei,0.08,0.07,0.06,0.03,0.24
157,Onechanbara Z2: Chaos,PS4,2014,Action,Nippon Ichi Software,0.13,0.02,0.04,0.04,0.24
158,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
159,Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23
160,NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0.0,0.04,0.23
161,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23
162,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
163,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.22,0.0,0.22
164,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
165,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22
166,Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22
167,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22
168,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
