Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Metal Gear Solid: Peace Walker HD Edition,2011,Action,Konami Digital Entertainment,0,0,0.15,0,0.15
High Velocity Bowling,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15
Sengoku Musou 3 Empires,2011,Action,Tecmo Koei,0,0,0.14,0,0.14
Record of Agarest War 2,2010,Role-Playing,Compile Heart,0.09,0,0.04,0.01,0.14
SBK 2011: FIM Superbike World Championship,2011,Racing,Black Bean Games,0.01,0.1,0,0.03,0.14
Gundam Breaker 2,2014,Action,Namco Bandai Games,0,0,0.14,0,0.14
TRINITY: Souls of Zill O'll,2010,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14
Okami,2012,Action,Capcom,0,0,0.14,0,0.14
NFL Head Coach 09,2008,Sports,Electronic Arts,0.13,0,0,0.01,0.14
My Fitness Coach: Club,2011,Sports,Ubisoft,0,0.1,0,0.04,0.14
SingStar Vol. 3,2008,Misc,Sony Computer Entertainment,0,0.11,0,0.03,0.14
Bejeweled 3,N/A,Puzzle,Unknown,0.13,0,0,0.01,0.14
Pro Yaky? Spirits 2014,2014,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
Power Gig: Rise of the SixString,2010,Misc,Unknown,0.13,0,0,0.01,0.14
Dynasty Warriors 7: Empires,2012,Action,Ubisoft Annecy,0,0,0.14,0,0.14
College Hoops 2K8,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14
Persona 4: Arena Ultimax,2014,Fighting,Atlus,0,0.01,0.13,0,0.14
X-Blades,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.02,0.14
Alone in the Dark: Inferno,2008,Adventure,Atari,0.09,0.03,0,0.02,0.14
Rogue Warrior,2009,Shooter,Bethesda Softworks,0.11,0.02,0,0.01,0.14
Singstar: Ultimate Party,2014,Misc,Sony Computer Entertainment Europe,0,0.12,0,0.02,0.14
The X-Factor,2010,Misc,Deep Silver,0,0.1,0,0.03,0.14
Shining Resonance,2014,Role-Playing,Sega,0,0,0.14,0,0.14
Legendary,2008,Shooter,Atari,0.08,0.03,0,0.02,0.13
Nobunaga no Yabou: Tendou,2010,Strategy,Tecmo Koei,0,0,0.13,0,0.13
NHL 2K9,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01,0.13
Rugby 15,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.13
Scene It? Bright Lights! Big Screen!,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.01,0.13
Eat Lead: The Return of Matt Hazard,2009,Shooter,D3Publisher,0.09,0.02,0,0.01,0.13
The BIGS 2,2009,Sports,Take-Two Interactive,0.12,0,0,0.01,0.13
How to Train Your Dragon 2,2014,Adventure,Little Orbit,0.03,0.08,0,0.02,0.13
NBA 08,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.01,0.13
NeverDead,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02,0.13
The IdolM@ster: One for All,2014,Misc,Namco Bandai Games,0,0,0.13,0,0.13
NBA Ballers: Chosen One,2008,Sports,Midway Games,0.12,0,0,0.01,0.13
Under Night In-Birth,2014,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,2016,Action,Square Enix,0,0,0.13,0,0.13
Venetica,2010,Role-Playing,DTP Entertainment,0.07,0.04,0,0.02,0.13
Overlord: Raising Hell,2008,Action,Codemasters,0.07,0.04,0,0.02,0.13
Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,0.12,0,0,0.01,0.13
Rock Band Track Pack Volume 2,2008,Misc,MTV Games,0.11,0,0,0.01,0.13
Fit in Six,2011,Sports,Ubisoft,0.12,0,0,0.01,0.13
Soccer Tsuku: Pro Soccer Club o Tsukurou!,2013,Sports,Sega,0,0,0.13,0,0.13
NCIS,2011,Adventure,Ubisoft,0.07,0.04,0,0.02,0.13
Transformer: Rise of the Dark Spark,2014,Action,Activision,0.04,0.05,0.01,0.02,0.13
Supremacy MMA,2011,Fighting,505 Games,0.06,0.04,0,0.02,0.13
NHL 2K7,2006,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12
Resident Evil,2006,Action,Capcom,0,0,0.12,0,0.12
Disney Sing It: Party Hits,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01,0.12
After Hours Athletes,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03,0.12
Lego Star Wars: The Force Awakens,2016,Action,Warner Bros. Interactive Entertainment,0.03,0.07,0,0.02,0.12
Tom Clancy's Splinter Cell Trilogy,2011,Action,Ubisoft,0,0.1,0,0.03,0.12
Fuse (Insomniac),2013,Shooter,Electronic Arts,0.06,0.04,0,0.02,0.12
Record of Agarest War Zero,N/A,Strategy,Ghostlight,0.09,0,0.03,0.01,0.12
MotoGP 14,2014,Racing,Milestone S.r.l.,0.04,0.06,0,0.02,0.12
WRC 5: FIA World Rally Championship,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.12
Bodycount,2011,Shooter,Codemasters,0.05,0.06,0,0.02,0.12
Mobile Suit Gundam Side Story: Missing Link,2014,Action,Namco Bandai Games,0,0,0.12,0,0.12
The God of War Trilogy,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02,0.12
The Legend of Heroes: Trails of Cold Steel II,2014,Role-Playing,Nippon Ichi Software,0.01,0,0.11,0,0.12
nail'd,2010,Racing,Deep Silver,0.08,0.02,0,0.02,0.12
Sacred 3,2014,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12
Everybody Dance,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.12
Dragon Quest Builders: Revive Alefgard,2016,Role-Playing,Square Enix,0,0,0.12,0,0.12
Yakuza Kiwami,2016,Adventure,Sega,0,0,0.12,0,0.12
Deception IV: Blood Ties,2014,Action,Tecmo Koei,0.02,0.02,0.06,0.01,0.12
Rock Band: Metal Track Pack,2009,Misc,MTV Games,0.11,0,0,0.01,0.12
DreamWorks Super Star Kartz,2011,Racing,Activision,0.06,0.03,0,0.02,0.12
NFL Tour,2008,Sports,Electronic Arts,0.1,0.01,0,0.01,0.12
Planet 51,2009,Action,Sega,0.07,0.03,0,0.02,0.12
Armored Core: Verdict Day,2013,Simulation,From Software,0,0,0.12,0,0.12
Wipeout 2,2011,Misc,Activision,0.11,0,0,0.01,0.12
Yakuza,2012,Action,Sega,0,0,0.11,0,0.11
Karaoke Revolution Presents American Idol Encore 2,2008,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.11
Cabela's North American Adventures,2010,Sports,Activision,0.11,0,0,0.01,0.11
Family Game Night 4: The Game Show,2011,Misc,Electronic Arts,0.08,0.02,0,0.01,0.11
SingStar Latino,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.01,0.11
UEFA Euro 2016,2016,Sports,Konami Digital Entertainment,0,0.08,0.02,0.01,0.11
PDC World Championship Darts: Pro Tour,2010,Sports,O-Games,0,0.09,0,0.03,0.11
MySims SkyHeroes,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.11
Start the Party! Save the World,2011,Misc,Sony Computer Entertainment,0,0.09,0,0.03,0.11
JASF: Jane's Advanced Strike Fighters,2011,Simulation,Deep Silver,0.07,0.03,0,0.02,0.11
John Daly's ProStroke Golf,2010,Sports,O-Games,0.09,0.02,0,0.01,0.11
Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Samurai Warriors 4-II,2015,Action,Tecmo Koei,0,0,0.11,0,0.11
Monkey Island: Special Edition Collection,2011,Adventure,Activision,0,0.08,0,0.03,0.11
Jikkyou Powerful Pro Baseball 2016,2016,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,2011,Adventure,THQ,0,0,0.11,0,0.11
The Smurfs 2,2013,Platform,Ubisoft,0.02,0.07,0,0.02,0.11
Yoostar2,2011,Misc,Unknown,0.04,0.05,0,0.02,0.11
Pac-Man and the Ghostly Adventures 2,2014,Adventure,Namco Bandai Games,0.05,0.04,0,0.02,0.11
Tales of Berseria,2016,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
Transformers: Devastation,2015,Action,Activision,0.03,0.07,0,0.02,0.11
Where the Wild Things Are,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.11
Akiba's Trip: Undead & Undressed,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
Cabela's Adventure Camp,2011,Misc,Activision,0.06,0.03,0,0.02,0.11
Rock Band Track Pack: Classic Rock,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
Robotics;Notes,2012,Adventure,5pb,0,0,0.11,0,0.11
Karaoke Revolution,2009,Misc,Konami Digital Entertainment,0.07,0.03,0,0.01,0.11
SingStar Guitar,2010,Misc,Sony Computer Entertainment,0,0.08,0,0.02,0.11
Cloudy With a Chance of Meatballs,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1
Adventure Time: Finn & Jake Investigations,2015,Action,Little Orbit,0.02,0.07,0,0.02,0.1
Kamen Rider: Battride War II,2014,Action,Namco Bandai Games,0,0,0.1,0,0.1
Ski-Doo Snowmobile Challenge,2009,Racing,PQube,0.1,0,0,0.01,0.1
Happy Feet Two,N/A,Action,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.01,0.1
Leisure Suit Larry: Box Office Bust,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1
The Wolf Among Us,2014,Adventure,Telltale Games,0.05,0.03,0,0.02,0.1
Macross 30: Ginga o Tsunagu Utagoe,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1
Kidou Senshi Gundam UC,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1
Lucha Libre AAA: Heroes del Ring,2010,Fighting,Konami Digital Entertainment,0.1,0,0,0.01,0.1
Risen 3: Titan Lords,2014,Role-Playing,Deep Silver,0.02,0.06,0,0.02,0.1
ESA Game Pack,2010,Misc,Sony Computer Entertainment,0.09,0,0,0.01,0.1
Metal Gear Solid HD Edition,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1
Yaiba: Ninja Gaiden Z,2014,Action,Tecmo Koei,0.05,0.04,0,0.02,0.1
World Snooker Championship 2007,2007,Sports,Sega,0,0.1,0,0,0.1
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,0.08,0.01,0,0.01,0.1
Blades of Time,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1
Aquapazza: Aquaplus Dream Match,2012,Fighting,Aqua Plus,0.05,0,0.05,0.01,0.1
The History Channel: Civil War - Secret Missions,2008,Shooter,Activision,0.09,0,0,0.01,0.1
Ultimate Marvel vs. Capcom 3,2011,Fighting,Capcom,0,0.04,0.04,0.01,0.1
Digimon All-Star Rumble,2014,Fighting,Namco Bandai Games,0.06,0.03,0,0.02,0.1
NASCAR '14,2014,Racing,Deep Silver,0.09,0,0,0.01,0.1
Sword Art Online: Lost Song,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1
NatGeo Challenge! Wild Life,2010,Misc,Black Bean Games,0.05,0.03,0,0.01,0.1
Kung Fu Panda 2,2011,Action,THQ,0.04,0.04,0,0.02,0.1
Persona 5,2016,Role-Playing,Unknown,0,0,0.1,0,0.1
NASCAR Unleashed,2011,Racing,Activision,0.09,0,0,0.01,0.1
EyeCreate,2007,Misc,Sony Computer Entertainment,0,0.08,0,0.02,0.1
Dance on Broadway,2011,Misc,Ubisoft,0.05,0.03,0,0.01,0.09
SingStar Apres-Ski Party 2,2010,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
Truth or Lies,2010,Misc,THQ,0.06,0.02,0,0.01,0.09
WSC Real 11: World Snooker Championship,2011,Sports,Koch Media,0,0.07,0,0.02,0.09
NCAA March Madness 08,2007,Sports,Electronic Arts,0.08,0,0,0.01,0.09
NHL 2K8,2007,Sports,Take-Two Interactive,0.08,0.01,0,0.01,0.09
Destroy All Humans! Path of the Furon,2009,Action,THQ,0,0.08,0,0.01,0.09
Resident Evil Chronicles HD,2012,Shooter,Capcom,0,0,0.09,0,0.09
SingStar: Made In Germany,2009,Misc,Sony Computer Entertainment,0,0.07,0,0.02,0.09
Young Justice: Legacy,2013,Action,Namco Bandai Games,0.06,0.02,0,0.01,0.09
Damnation,2009,Shooter,Codemasters,0.07,0.01,0,0.01,0.09
Ben 10 Galactic Racing,2011,Racing,D3Publisher,0.06,0.02,0,0.01,0.09
Last Rebellion,2010,Role-Playing,Nippon Ichi Software,0.06,0.01,0.01,0.01,0.09
Ratchet & Clank Future: Quest for Booty,2008,Platform,Sony Computer Entertainment,0.01,0.06,0,0.02,0.09
Winter Stars,2011,Sports,Deep Silver,0.01,0.06,0,0.02,0.09
Blazblue: Continuum Shift Extend,2011,Fighting,PQube,0,0,0.09,0,0.09
Tornado Outbreak,2009,Action,Konami Digital Entertainment,0.08,0,0,0.01,0.09
Burnout Paradise: The Ultimate Box,2009,Racing,Electronic Arts,0,0.06,0.01,0.02,0.09
No More Heroes: Red Zone,2011,Action,Marvelous Interactive,0,0,0.09,0,0.09
Karaoke Revolution Presents American Idol Encore,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.01,0.09
Romance of the Three Kingdoms XII,2012,Strategy,Tecmo Koei,0,0,0.09,0,0.09
Back to the Future: The Game,2011,Adventure,Telltale Games,0.07,0.01,0,0.01,0.09
Sengoku Basara 4: Sumeragi,2015,Action,Capcom,0,0,0.09,0,0.09
Chou Jigen Game Neptune Mk-II,2011,Role-Playing,Compile Heart,0,0,0.09,0,0.09
Puss in Boots,2011,Action,THQ,0.07,0.01,0,0.01,0.09
PAC-MAN and the Ghostly Adventures,2013,Platform,Namco Bandai Games,0.03,0.04,0,0.01,0.09
Knights Contract,2011,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.09
Dynasty Warriors 8: Empires,2014,Action,Tecmo Koei,0,0,0.09,0,0.09
Blacksite: Area 51,2007,Shooter,Midway Games,0.07,0.01,0,0.01,0.09
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,2011,Action,THQ,0.04,0.03,0,0.01,0.09
Beat Sketch!,2010,Misc,Sony Computer Entertainment,0,0,0.08,0,0.08
Escape Dead Island,2014,Action,Deep Silver,0.03,0.04,0,0.01,0.08
Ride,2015,Racing,Milestone S.r.l.,0,0.06,0.01,0.01,0.08
Deadliest Catch: Sea of Chaos,2010,Sports,Crave Entertainment,0.08,0,0,0.01,0.08
ShellShock 2: Blood Trails,2009,Shooter,Eidos Interactive,0.04,0.03,0,0.01,0.08
Steins;Gate,2012,Adventure,PQube,0.01,0.04,0.02,0.01,0.08
Initial D: Extreme Stage,2008,Racing,Sega,0,0,0.08,0,0.08
NASCAR The Game: Inside Line,2012,Racing,Activision,0.07,0,0,0.01,0.08
AKB1/149: Love Election,2013,Adventure,Namco Bandai Games,0,0,0.08,0,0.08
Man vs. Wild,2010,Action,Abylight,0.07,0,0,0.01,0.08
Lost Dimension,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.08
Little League World Series Baseball 2010,2010,Sports,Activision,0.07,0,0,0.01,0.08
Sherlock Holmes: Crimes & Punishments,2014,Adventure,Focus Home Interactive,0.03,0.04,0,0.01,0.08
Legend of the Guardians: The Owls of Ga'Hoole,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0,0.01,0.08
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,2007,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
Grease Dance,2011,Misc,505 Games,0.05,0.02,0,0.01,0.08
MLB Front Office Manager,2009,Sports,Take-Two Interactive,0.07,0,0,0.01,0.08
Brothers in Arms: Furious 4,2012,Shooter,Ubisoft,0.01,0.05,0,0.02,0.08
WipEout HD Fury,2009,Racing,Sony Computer Entertainment,0,0.06,0,0.02,0.08
Tears to Tiara: Garland of the Earth,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08
Madden NFL 17,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
The Idolmaster: Gravure For You! Vol. 3,2011,Misc,Namco Bandai Games,0,0,0.08,0,0.08
SCORE International Baja 1000: The Official Game,2008,Racing,Activision,0.07,0,0,0.01,0.08
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,2011,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
The History Channel: Battle for the Pacific,2008,Shooter,Activision,0.07,0,0,0.01,0.07
Generator Rex: Agent of Providence,2011,Action,Activision,0.05,0.01,0,0.01,0.07
Jimmie Johnson's Anything With an Engine,2011,Racing,Konami Digital Entertainment,0.07,0,0,0.01,0.07
Record of Agarest War,2007,Role-Playing,Ghostlight,0,0.03,0.03,0.01,0.07
Saint Seiya: Brave Soldiers,2013,Fighting,Namco Bandai Games,0,0.01,0.06,0,0.07
Mugen Souls Z,2013,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07
Winning Post 7 2012,2012,Sports,Ackkstudios,0,0,0.07,0,0.07
Blood Drive,2010,Racing,Activision,0.07,0,0,0,0.07
Rugby World Cup 2015,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
Rock Band Country Track Pack 2,2011,Misc,MTV Games,0.07,0,0,0.01,0.07
Inversion,2012,Shooter,Namco Bandai Games,0.03,0.03,0,0.01,0.07
MotoGP 15,2015,Racing,Milestone S.r.l.,0,0.03,0.03,0.01,0.07
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,2013,Strategy,Namco Bandai Games,0,0,0.07,0,0.07
Guilty Gear Xrd -Revelator-,2016,Fighting,PQube,0.01,0.02,0.02,0.01,0.07
Port Royale 3,N/A,Simulation,Kalypso Media,0.06,0,0,0.01,0.07
Enemy Front,2014,Shooter,City Interactive,0.01,0.05,0,0.01,0.07
Ken to Mahou to Gakuen Mono. 3,2010,Role-Playing,Acquire,0,0,0.07,0,0.07
Godzilla (2014),2014,Action,Namco Bandai Games,0,0.01,0.06,0,0.07
Monster High: New Ghoul in School,2015,Action,Little Orbit,0,0.06,0,0.01,0.07
Cartoon Network: Punch Time Explosion XL,2011,Fighting,Crave Entertainment,0.06,0,0,0,0.07
Winning Post 7 2010,2010,Sports,Tecmo Koei,0,0,0.07,0,0.07
Nobunaga no Yabou: Tendou with Power-Up Kit,2011,Strategy,Tecmo Koei,0,0,0.07,0,0.07
Sly 2: Band of Thieves,2010,Platform,Sony Computer Entertainment,0,0.05,0,0.02,0.07
The Guided Fate Paradox,2013,Role-Playing,Nippon Ichi Software,0,0,0.06,0,0.07
Top Gun,2011,Simulation,505 Games,0.06,0,0,0.01,0.07
Pro Yaky? Spirits 4,2007,Sports,Konami Digital Entertainment,0,0,0.07,0,0.07
Monster Madness: Grave Danger,2008,Shooter,SouthPeak Games,0.05,0.01,0,0.01,0.06
Order Up!!,2011,Action,Funbox Media,0.04,0.01,0,0.01,0.06
Steins;Gate: Senkei Kousoku no Phonogram,2013,Adventure,5pb,0,0,0.06,0,0.06
Pro Evolution Soccer 2017,2016,Sports,Konami Digital Entertainment,0,0.01,0.04,0,0.06
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,2012,Action,Sega,0,0,0.06,0,0.06
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014,Strategy,Namco Bandai Games,0,0,0.06,0,0.06
Odin Sphere: Leifthrasir,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
ICO,2011,Action,Sony Computer Entertainment,0,0,0.06,0,0.06
Attack on Titan (KOEI),2016,Action,Tecmo Koei,0,0,0.06,0,0.06
SingStar Mallorca Party,2009,Misc,Sony Computer Entertainment,0,0.04,0,0.02,0.06
Super Robot Wars OG: The Moon Dwellers,2016,Misc,Namco Bandai Games,0,0,0.06,0,0.06
Game of Thrones (Telltale),2015,Adventure,Telltale Games,0.02,0.03,0,0.01,0.06
Vampire Rain: Altered Species,2008,Action,Ignition Entertainment,0.05,0,0,0,0.06
Mayhem 3D,2011,Racing,Evolved Games,0.05,0,0,0.01,0.06
Samurai Warriors 4: Empires,2015,Action,Tecmo Koei,0,0,0.06,0,0.06
Tokyo Twilight Ghost Hunters,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06
Tony Hawk's Pro Skater 5,2015,Sports,Activision,0.04,0,0,0.01,0.06
DuckTales: Remastered,2013,Action,Capcom,0.01,0.04,0,0.01,0.05
Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016,Action,Activision,0.01,0.03,0,0.01,0.05
Winning Post 8,2014,Racing,Tecmo Koei,0,0,0.05,0,0.05
Choujikuu Yousai Macross: Do You Remember Love,2012,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
Natural Doctrine,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
Hakuoki: Stories of the Shinsengumi,2010,Adventure,Idea Factory,0.02,0,0.03,0,0.05
Battle vs. Chess,N/A,Misc,TopWare Interactive,0,0.04,0,0.01,0.05
The Idolmaster: Gravure For You! Vol. 2,2011,Misc,Namco Bandai Games,0,0,0.05,0,0.05
Winter Sports 2011,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05
Winning Post World,2009,Sports,Tecmo Koei,0,0,0.05,0,0.05
Winning Post 7 2013,2013,Sports,Tecmo Koei,0,0,0.05,0,0.05
Hail to the Chimp,2008,Misc,Gamecock,0.05,0,0,0,0.05
The History Channel: Great Battles - Medieval,N/A,Strategy,Slitherine Software,0,0.04,0,0.01,0.05
White Album: Tsuzurareru Fuyu no Omoide,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05
Adventure Time: Explore the Dungeon Because I Don't Know!,2013,Action,D3Publisher,0.02,0.02,0,0.01,0.05
NBA 2K17,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
Monster Hunter Frontier Online,N/A,Role-Playing,N/A,0,0,0.05,0,0.05
Rock of the Dead,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05
E.X. Troopers,2012,Shooter,Capcom,0,0,0.05,0,0.05
Handball 16,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
To Heart 2 DX Plus,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05
National Geographic Challenge!,2011,Misc,Black Bean Games,0.01,0.03,0,0.01,0.05
Rain (2013),2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05
Utawarerumono: Itsuwari no Kamen,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05
Ride to Hell,2013,Racing,Deep Silver,0.02,0.02,0,0.01,0.05
Arslan: The Warriors of Legend,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
Yoru no Nai Kuni,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
Ape Escape,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
Rugby Challenge 3,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
Puyo Puyo Tetris,2014,Puzzle,Sega,0,0,0.04,0,0.04
Resident Evil Director's Cut,2006,Action,Capcom,0,0,0.04,0,0.04
White Album 2: Shiawase no Mukougawa,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
Painkiller: Hell & Damnation,2013,Shooter,Nordic Games,0.02,0.02,0,0.01,0.04
Get Up and Dance,2011,Misc,O-Games,0.03,0.01,0,0,0.04
Mechanic Escape,2012,Platform,D3Publisher,0,0,0.04,0,0.04
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04
Super Robot Taisen OG Infinite Battle,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
Kamen Rider: Battride War Genesis,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
Saint Seiya: Soldiers' Soul,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
Ferrari Challenge Trofeo Pirelli,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
Winning Post World 2010,2010,Sports,Tecmo Koei,0,0,0.04,0,0.04
Summer Challenge: Athletics Tournament,2011,Sports,PQube,0,0.03,0,0.01,0.04
Test Drive: Ferrari Legends,2012,Racing,Unknown,0.04,0,0,0,0.04
Imabikisou,2007,Adventure,Sega,0,0,0.04,0,0.04
The Legend of Heroes: Trails in the Sky First Chapter,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04
Deadliest Warrior: Ancient Combat,2012,Fighting,Cloud Imperium Games Corporation,0.04,0,0,0,0.04
Star Ocean 5: Integrity and Faithlessness,2016,Role-Playing,Square Enix,0,0,0.04,0,0.04
Date A Live: Rine Utopia,2013,Adventure,Compile Heart,0,0,0.04,0,0.04
Surf's Up,2007,Sports,Ubisoft,0.03,0,0,0,0.04
Fritz Chess,2009,Strategy,Deep Silver,0,0.03,0,0.01,0.04
Shadow of the Colossus,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04
BlazBlue: Chrono Phantasma Extend,2015,Action,PQube,0,0,0.04,0,0.04
Romance of the Three Kingdoms 13,2015,Action,Tecmo Koei,0,0,0.04,0,0.04
SuperCar Challenge,2009,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
Superstars V8 Racing,2009,Racing,Black Bean Games,0,0.02,0,0.01,0.04
Shin Hayarigami,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04
Aquanaut's Holiday: Kakusareta Kiroku,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04
Ragnarok Odyssey,2014,Role-Playing,GungHo,0.03,0.01,0,0.01,0.04
NHL Legacy,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04
Tears to Tiara Anecdotes: The Secret of Avalon,2009,Strategy,Aqua Plus,0,0,0.04,0,0.04
Legasista,2012,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
NHL 16,2015,Sports,Electronic Arts,0,0.03,0,0.01,0.04
Castlevania: Lords of Shadow - Reverie,2011,Action,Konami Digital Entertainment,0.02,0.01,0,0.01,0.04
Enchanted Arms (JP sales),2007,Role-Playing,Ubisoft,0,0,0.04,0,0.04
Winter Sports 3: The Great Tournament,2010,Sports,Tradewest,0,0.03,0,0.01,0.04
Greg Hastings Paintball 2,2010,Shooter,Majesco Entertainment,0.03,0,0,0,0.04
Fast & Furious: Showdown,2013,Action,Activision,0,0.03,0,0,0.03
Onechanbara Z Kagura,2013,Action,D3Publisher,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,2010,Misc,Unknown,0,0,0.03,0,0.03
Top Gun: Hard Lock,2012,Action,505 Games,0,0.03,0,0.01,0.03
XBLAZE Code: Embryo,2013,Adventure,Arc System Works,0.02,0,0.01,0,0.03
The Idolmaster: Gravure For You! Vol. 4,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,2012,Misc,Fields,0,0,0.03,0,0.03
Wangan Midnight,2007,Racing,Genki,0,0,0.03,0,0.03
Suzumiya Haruhi no Tsuisou,2011,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,2016,Misc,Tecmo Koei,0,0,0.03,0,0.03
MX vs. ATV Supercross,2014,Racing,Nordic Games,0.02,0.01,0,0.01,0.03
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03
K-On! After School Live!! HD Ver.,2012,Action,Sega,0,0,0.03,0,0.03
